,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,0
30496,33.0,technician,married,secondary,no,14850.0,yes,no,cellular,5.0,feb,122.0,5.0,-1.0,0.0,unknown,
30498,28.0,technician,married,tertiary,no,510.0,yes,no,cellular,5.0,feb,110.0,2.0,-1.0,0.0,unknown,
30501,25.0,student,single,secondary,no,2354.0,no,no,cellular,5.0,feb,226.0,7.0,-1.0,0.0,unknown,
30502,42.0,management,divorced,tertiary,no,1775.0,yes,no,telephone,5.0,feb,276.0,5.0,-1.0,0.0,unknown,
30503,32.0,technician,single,secondary,no,315.0,yes,no,cellular,5.0,feb,280.0,2.0,-1.0,0.0,unknown,
30505,42.0,unemployed,single,secondary,no,139.0,yes,no,cellular,5.0,feb,148.0,2.0,-1.0,0.0,unknown,
30506,45.0,admin.,married,secondary,no,67.0,no,no,cellular,5.0,feb,326.0,2.0,-1.0,0.0,unknown,
30509,44.0,management,married,tertiary,no,1451.0,yes,no,cellular,5.0,feb,80.0,7.0,80.0,15.0,failure,
30510,44.0,technician,married,tertiary,no,184.0,yes,yes,cellular,5.0,feb,653.0,3.0,8.0,2.0,other,
30512,41.0,blue-collar,married,primary,no,336.0,yes,no,cellular,5.0,feb,192.0,2.0,8.0,1.0,other,
30515,33.0,management,married,tertiary,no,377.0,yes,no,cellular,5.0,feb,213.0,2.0,276.0,1.0,failure,
30517,31.0,services,single,unknown,no,347.0,yes,no,cellular,5.0,feb,254.0,3.0,260.0,1.0,failure,
30518,37.0,blue-collar,married,primary,no,655.0,yes,no,cellular,5.0,feb,127.0,2.0,258.0,4.0,failure,
30519,30.0,technician,single,secondary,no,11.0,no,no,cellular,5.0,feb,363.0,6.0,-1.0,0.0,unknown,
30521,37.0,management,married,tertiary,no,21.0,yes,no,cellular,5.0,feb,89.0,2.0,252.0,2.0,failure,
30522,51.0,unemployed,married,secondary,no,3640.0,no,no,telephone,5.0,feb,295.0,6.0,-1.0,0.0,unknown,
30523,57.0,technician,married,unknown,no,587.0,no,no,telephone,5.0,feb,131.0,3.0,-1.0,0.0,unknown,
30524,40.0,entrepreneur,divorced,tertiary,no,0.0,no,yes,cellular,5.0,feb,985.0,6.0,-1.0,0.0,unknown,
30525,30.0,technician,married,secondary,no,436.0,yes,no,cellular,5.0,feb,138.0,3.0,206.0,8.0,other,
30526,34.0,admin.,single,secondary,no,713.0,no,no,cellular,5.0,feb,124.0,2.0,-1.0,0.0,unknown,
30527,40.0,unemployed,married,tertiary,no,2135.0,yes,no,cellular,5.0,feb,171.0,5.0,230.0,1.0,failure,
30528,59.0,self-employed,single,primary,no,0.0,yes,no,telephone,5.0,feb,1307.0,2.0,-1.0,0.0,unknown,
30529,57.0,management,married,tertiary,no,337.0,no,no,cellular,5.0,feb,59.0,2.0,-1.0,0.0,unknown,
30530,34.0,entrepreneur,married,tertiary,no,1076.0,yes,no,cellular,5.0,feb,136.0,10.0,-1.0,0.0,unknown,
30531,43.0,blue-collar,married,secondary,no,-19.0,yes,no,cellular,5.0,feb,124.0,3.0,-1.0,0.0,unknown,
30536,37.0,unemployed,single,primary,no,3777.0,no,no,cellular,5.0,feb,206.0,3.0,-1.0,0.0,unknown,
30538,58.0,management,married,tertiary,no,3342.0,no,no,cellular,5.0,feb,344.0,5.0,-1.0,0.0,unknown,
30539,44.0,unemployed,divorced,tertiary,no,0.0,no,no,cellular,5.0,feb,1960.0,3.0,-1.0,0.0,unknown,
30540,57.0,unemployed,married,secondary,no,4588.0,no,no,cellular,5.0,feb,485.0,3.0,-1.0,0.0,unknown,
30541,26.0,management,single,tertiary,no,690.0,no,no,cellular,5.0,feb,76.0,3.0,-1.0,0.0,unknown,
30542,40.0,blue-collar,married,primary,no,533.0,yes,no,cellular,5.0,feb,675.0,4.0,-1.0,0.0,unknown,
30544,43.0,admin.,single,secondary,no,1022.0,yes,no,cellular,5.0,feb,163.0,3.0,276.0,2.0,failure,
30547,46.0,entrepreneur,married,secondary,no,122.0,no,no,cellular,5.0,feb,178.0,7.0,-1.0,0.0,unknown,
30548,32.0,management,single,tertiary,no,0.0,no,no,cellular,5.0,feb,550.0,4.0,-1.0,0.0,unknown,
30551,42.0,technician,married,unknown,no,906.0,yes,no,cellular,5.0,feb,434.0,2.0,-1.0,0.0,unknown,
30553,28.0,management,single,tertiary,no,321.0,no,yes,cellular,5.0,feb,255.0,6.0,-1.0,0.0,unknown,
30554,29.0,housemaid,married,primary,no,132.0,no,no,cellular,5.0,feb,559.0,5.0,-1.0,0.0,unknown,
30556,33.0,blue-collar,single,secondary,no,123.0,yes,no,cellular,5.0,feb,273.0,3.0,212.0,4.0,failure,
30557,47.0,self-employed,married,secondary,yes,2.0,no,no,cellular,5.0,feb,236.0,2.0,-1.0,0.0,unknown,
30558,37.0,blue-collar,single,secondary,no,111.0,yes,no,cellular,5.0,feb,60.0,2.0,272.0,2.0,failure,
30560,43.0,unemployed,married,secondary,no,511.0,yes,yes,telephone,5.0,feb,191.0,5.0,190.0,5.0,other,
30561,38.0,admin.,divorced,secondary,no,19.0,yes,no,cellular,5.0,feb,1130.0,3.0,251.0,2.0,success,
30562,26.0,technician,single,secondary,no,430.0,no,no,cellular,5.0,feb,450.0,2.0,-1.0,0.0,unknown,
30564,36.0,blue-collar,single,unknown,no,43.0,no,yes,cellular,5.0,feb,163.0,3.0,-1.0,0.0,unknown,
30565,53.0,housemaid,single,primary,no,80.0,no,no,cellular,5.0,feb,230.0,2.0,-1.0,0.0,unknown,
30567,31.0,technician,single,tertiary,no,3729.0,yes,no,cellular,5.0,feb,176.0,2.0,8.0,10.0,other,
30569,39.0,technician,married,secondary,no,211.0,no,no,telephone,6.0,feb,53.0,2.0,-1.0,0.0,unknown,
30571,33.0,blue-collar,single,secondary,no,687.0,yes,no,cellular,6.0,feb,178.0,2.0,273.0,1.0,failure,
30572,39.0,blue-collar,single,secondary,yes,0.0,yes,yes,cellular,6.0,feb,14.0,8.0,-1.0,0.0,unknown,
30573,39.0,management,single,tertiary,no,0.0,yes,no,cellular,6.0,feb,13.0,8.0,9.0,2.0,other,
30574,30.0,management,single,tertiary,no,640.0,no,no,cellular,6.0,feb,124.0,4.0,213.0,2.0,failure,
30575,33.0,admin.,divorced,secondary,no,420.0,yes,no,telephone,6.0,feb,112.0,2.0,-1.0,0.0,unknown,
30576,34.0,services,single,secondary,no,1758.0,yes,no,cellular,6.0,feb,14.0,8.0,-1.0,0.0,unknown,
30577,42.0,technician,married,tertiary,no,1397.0,yes,no,cellular,6.0,feb,135.0,7.0,-1.0,0.0,unknown,
30578,36.0,unemployed,married,secondary,no,439.0,yes,no,telephone,6.0,feb,18.0,6.0,-1.0,0.0,unknown,
30579,30.0,technician,single,secondary,no,1282.0,no,no,cellular,6.0,feb,156.0,2.0,-1.0,0.0,unknown,
30581,29.0,blue-collar,married,secondary,no,247.0,no,yes,cellular,6.0,feb,204.0,2.0,214.0,1.0,failure,
30582,49.0,entrepreneur,divorced,tertiary,no,1145.0,yes,yes,cellular,6.0,feb,36.0,4.0,-1.0,0.0,unknown,
30583,38.0,blue-collar,married,primary,no,346.0,no,no,cellular,6.0,feb,15.0,3.0,9.0,3.0,other,
30584,52.0,management,married,secondary,no,4873.0,no,no,telephone,6.0,feb,381.0,6.0,213.0,9.0,failure,
30585,44.0,management,married,tertiary,no,445.0,no,yes,telephone,6.0,feb,135.0,2.0,9.0,7.0,other,
30586,28.0,unemployed,single,tertiary,no,0.0,no,no,cellular,6.0,feb,15.0,9.0,-1.0,0.0,unknown,
30587,53.0,technician,married,secondary,no,287.0,no,no,telephone,6.0,feb,13.0,5.0,-1.0,0.0,unknown,
30588,29.0,unemployed,single,tertiary,no,111.0,no,no,cellular,6.0,feb,98.0,2.0,-1.0,0.0,unknown,
30589,38.0,admin.,single,secondary,no,648.0,yes,no,cellular,6.0,feb,101.0,2.0,-1.0,0.0,unknown,
30590,32.0,blue-collar,married,primary,no,1518.0,yes,no,telephone,6.0,feb,35.0,3.0,-1.0,0.0,unknown,
30591,64.0,retired,married,primary,no,440.0,no,no,cellular,6.0,feb,495.0,1.0,-1.0,0.0,unknown,
30592,26.0,management,single,tertiary,no,383.0,no,no,cellular,6.0,feb,645.0,2.0,-1.0,0.0,unknown,
30594,31.0,services,single,secondary,no,13.0,no,yes,cellular,6.0,feb,1019.0,2.0,-1.0,0.0,unknown,
30596,40.0,technician,married,secondary,no,990.0,yes,no,cellular,6.0,feb,252.0,3.0,-1.0,0.0,unknown,
30598,40.0,entrepreneur,married,secondary,no,2663.0,yes,yes,cellular,6.0,feb,289.0,2.0,-1.0,0.0,unknown,
30601,32.0,student,single,unknown,no,5969.0,no,no,cellular,6.0,feb,12.0,7.0,-1.0,0.0,unknown,
30603,52.0,unemployed,married,tertiary,no,0.0,no,no,telephone,6.0,feb,43.0,4.0,-1.0,0.0,unknown,
30606,35.0,management,single,tertiary,no,3.0,yes,yes,cellular,6.0,feb,217.0,1.0,-1.0,0.0,unknown,
30607,35.0,admin.,divorced,secondary,no,627.0,yes,no,cellular,6.0,feb,298.0,6.0,275.0,2.0,failure,
30610,28.0,blue-collar,single,secondary,no,2909.0,no,no,cellular,6.0,feb,205.0,7.0,-1.0,0.0,unknown,
30611,41.0,unemployed,married,primary,no,-117.0,yes,no,telephone,6.0,feb,117.0,6.0,-1.0,0.0,unknown,
30612,32.0,services,single,secondary,no,124.0,yes,no,cellular,6.0,feb,202.0,3.0,9.0,5.0,other,
30617,31.0,management,single,tertiary,no,12857.0,yes,no,cellular,6.0,feb,158.0,1.0,92.0,1.0,success,
30619,44.0,technician,single,secondary,no,196.0,yes,no,cellular,6.0,feb,386.0,3.0,-1.0,0.0,unknown,
30620,44.0,technician,married,secondary,no,310.0,yes,no,cellular,6.0,feb,200.0,1.0,253.0,1.0,failure,
30628,26.0,unknown,single,secondary,no,3247.0,no,no,telephone,6.0,feb,341.0,3.0,-1.0,0.0,unknown,
30629,31.0,blue-collar,married,secondary,no,492.0,yes,no,cellular,6.0,feb,99.0,1.0,-1.0,0.0,unknown,
30630,33.0,technician,single,secondary,no,2583.0,no,no,cellular,6.0,feb,129.0,1.0,-1.0,0.0,unknown,
30631,31.0,services,married,secondary,no,1801.0,yes,no,telephone,6.0,feb,136.0,1.0,274.0,2.0,failure,
30632,28.0,student,single,secondary,no,29.0,no,yes,cellular,6.0,feb,402.0,1.0,-1.0,0.0,unknown,
30633,26.0,management,single,tertiary,no,2722.0,no,no,cellular,6.0,feb,206.0,1.0,-1.0,0.0,unknown,
30634,30.0,housemaid,single,secondary,no,1924.0,no,no,cellular,6.0,feb,170.0,1.0,-1.0,0.0,unknown,
30635,44.0,blue-collar,married,secondary,no,837.0,yes,no,cellular,6.0,feb,218.0,1.0,-1.0,0.0,unknown,
30637,41.0,management,married,tertiary,no,326.0,no,no,cellular,6.0,feb,163.0,1.0,182.0,2.0,failure,
30639,36.0,housemaid,married,primary,no,-125.0,no,yes,cellular,6.0,feb,91.0,2.0,-1.0,0.0,unknown,
30644,37.0,technician,single,tertiary,no,6101.0,no,no,cellular,6.0,feb,141.0,1.0,-1.0,0.0,unknown,
30647,33.0,management,single,tertiary,no,417.0,yes,no,cellular,6.0,feb,83.0,1.0,-1.0,0.0,unknown,
30653,29.0,unemployed,single,secondary,no,2424.0,no,no,cellular,6.0,feb,93.0,1.0,-1.0,0.0,unknown,
30655,26.0,services,single,secondary,no,531.0,yes,yes,cellular,6.0,feb,184.0,1.0,-1.0,0.0,unknown,
30658,60.0,blue-collar,married,primary,no,5798.0,yes,no,cellular,6.0,feb,58.0,2.0,-1.0,0.0,unknown,
30659,27.0,technician,single,secondary,no,0.0,no,no,cellular,6.0,feb,161.0,1.0,-1.0,0.0,unknown,
30660,30.0,entrepreneur,married,tertiary,no,93.0,yes,no,cellular,6.0,feb,146.0,4.0,-1.0,0.0,unknown,
30661,47.0,blue-collar,married,secondary,no,1096.0,yes,yes,cellular,6.0,feb,174.0,2.0,-1.0,0.0,unknown,
30664,45.0,self-employed,married,tertiary,no,1265.0,yes,no,cellular,6.0,feb,79.0,2.0,-1.0,0.0,unknown,
30666,35.0,blue-collar,single,unknown,no,871.0,yes,no,cellular,6.0,feb,117.0,1.0,245.0,3.0,failure,
30667,52.0,management,divorced,primary,no,11.0,no,no,cellular,6.0,feb,365.0,1.0,9.0,1.0,other,
30668,37.0,admin.,single,secondary,no,310.0,no,yes,cellular,6.0,feb,179.0,1.0,-1.0,0.0,unknown,
30670,31.0,management,single,tertiary,no,2137.0,no,no,cellular,6.0,feb,132.0,1.0,-1.0,0.0,unknown,
30671,31.0,management,married,tertiary,no,140.0,no,no,cellular,6.0,feb,9.0,8.0,212.0,4.0,other,
30672,55.0,management,divorced,secondary,no,698.0,yes,yes,cellular,6.0,feb,25.0,1.0,-1.0,0.0,unknown,
30673,50.0,technician,divorced,tertiary,no,-1455.0,yes,yes,cellular,6.0,feb,119.0,1.0,-1.0,0.0,unknown,
30675,52.0,unemployed,married,tertiary,no,1595.0,no,no,cellular,6.0,feb,40.0,1.0,-1.0,0.0,unknown,
30677,40.0,admin.,single,secondary,no,0.0,no,no,cellular,6.0,feb,290.0,1.0,-1.0,0.0,unknown,
30678,58.0,services,married,primary,no,443.0,no,no,telephone,6.0,feb,41.0,2.0,204.0,1.0,failure,
30679,60.0,admin.,divorced,secondary,no,-41.0,yes,yes,cellular,6.0,feb,1658.0,1.0,262.0,1.0,failure,
30684,27.0,services,single,secondary,no,0.0,no,no,cellular,6.0,feb,145.0,1.0,-1.0,0.0,unknown,
30686,26.0,unemployed,single,secondary,no,387.0,no,no,cellular,6.0,feb,506.0,1.0,-1.0,0.0,unknown,
30690,56.0,blue-collar,divorced,secondary,no,2780.0,yes,no,telephone,6.0,feb,81.0,3.0,-1.0,0.0,unknown,
30692,33.0,blue-collar,single,secondary,no,697.0,no,no,cellular,6.0,feb,860.0,2.0,-1.0,0.0,unknown,
30694,43.0,admin.,single,secondary,no,309.0,yes,no,telephone,6.0,feb,24.0,5.0,276.0,1.0,other,
30696,67.0,retired,single,primary,no,491.0,no,no,telephone,6.0,feb,110.0,1.0,-1.0,0.0,unknown,
30697,30.0,student,single,tertiary,no,0.0,no,no,cellular,6.0,feb,10.0,5.0,-1.0,0.0,unknown,
30698,45.0,housemaid,single,primary,no,959.0,yes,no,telephone,6.0,feb,156.0,2.0,-1.0,0.0,unknown,
30701,30.0,student,single,tertiary,no,300.0,no,no,cellular,6.0,feb,38.0,1.0,-1.0,0.0,unknown,
30704,36.0,services,single,secondary,no,417.0,yes,no,cellular,6.0,feb,15.0,10.0,207.0,3.0,failure,
30705,46.0,technician,married,primary,no,718.0,yes,no,cellular,6.0,feb,80.0,2.0,268.0,1.0,failure,
30706,34.0,housemaid,divorced,secondary,no,-28.0,yes,no,cellular,6.0,feb,514.0,2.0,-1.0,0.0,unknown,
30709,47.0,management,married,tertiary,no,0.0,yes,no,telephone,6.0,feb,138.0,4.0,9.0,2.0,other,
30711,28.0,housemaid,single,tertiary,no,731.0,yes,no,cellular,6.0,feb,135.0,2.0,-1.0,0.0,unknown,
30712,40.0,housemaid,married,primary,no,1832.0,no,no,cellular,6.0,feb,213.0,4.0,-1.0,0.0,unknown,
30715,50.0,unknown,single,secondary,no,86.0,no,no,telephone,6.0,feb,279.0,8.0,-1.0,0.0,unknown,
30717,49.0,management,married,secondary,no,48.0,no,no,cellular,6.0,feb,526.0,4.0,-1.0,0.0,unknown,
30718,56.0,management,married,tertiary,no,616.0,no,no,cellular,6.0,feb,156.0,1.0,-1.0,0.0,unknown,
30720,48.0,management,married,tertiary,no,0.0,no,yes,cellular,6.0,feb,1423.0,3.0,-1.0,0.0,unknown,
30721,34.0,technician,single,secondary,no,347.0,yes,no,cellular,6.0,feb,154.0,2.0,197.0,6.0,failure,
30722,54.0,management,married,tertiary,no,5927.0,no,no,cellular,6.0,feb,256.0,2.0,-1.0,0.0,unknown,
30723,45.0,blue-collar,married,secondary,no,776.0,yes,no,cellular,6.0,feb,232.0,4.0,253.0,1.0,failure,
30724,35.0,management,single,tertiary,no,1064.0,yes,no,cellular,6.0,feb,69.0,2.0,261.0,1.0,other,
30725,26.0,unemployed,single,tertiary,no,521.0,no,no,cellular,6.0,feb,123.0,3.0,-1.0,0.0,unknown,
30726,27.0,services,single,secondary,no,3977.0,no,no,cellular,6.0,feb,108.0,2.0,-1.0,0.0,unknown,
30727,47.0,self-employed,married,tertiary,no,-80.0,yes,no,cellular,6.0,feb,150.0,3.0,270.0,2.0,failure,
30728,34.0,blue-collar,single,tertiary,no,1168.0,no,no,cellular,6.0,feb,163.0,2.0,-1.0,0.0,unknown,
30730,57.0,unemployed,married,secondary,no,3030.0,no,no,cellular,6.0,feb,142.0,2.0,-1.0,0.0,unknown,
30731,54.0,retired,single,secondary,no,515.0,yes,no,cellular,6.0,feb,115.0,2.0,234.0,1.0,failure,
30732,26.0,services,single,tertiary,no,1140.0,yes,no,cellular,6.0,feb,984.0,2.0,-1.0,0.0,unknown,
30734,36.0,services,married,secondary,no,488.0,yes,no,cellular,6.0,feb,220.0,5.0,-1.0,0.0,unknown,
30737,47.0,self-employed,married,tertiary,no,917.0,no,no,cellular,6.0,feb,518.0,3.0,212.0,5.0,failure,
30739,38.0,management,married,tertiary,no,569.0,yes,no,cellular,6.0,feb,105.0,2.0,252.0,1.0,failure,
30740,32.0,management,single,tertiary,no,2770.0,no,no,telephone,6.0,feb,44.0,9.0,-1.0,0.0,unknown,
30743,52.0,services,married,secondary,no,1351.0,yes,no,telephone,6.0,feb,11.0,3.0,-1.0,0.0,unknown,
30744,49.0,retired,divorced,secondary,no,-268.0,yes,no,cellular,6.0,feb,42.0,2.0,206.0,5.0,failure,
30747,53.0,admin.,married,secondary,no,849.0,yes,no,cellular,6.0,feb,3102.0,3.0,-1.0,0.0,unknown,
30748,27.0,self-employed,divorced,secondary,no,165.0,yes,no,cellular,6.0,feb,1160.0,2.0,192.0,4.0,failure,
30749,27.0,admin.,single,secondary,no,6492.0,no,no,cellular,6.0,feb,7.0,6.0,-1.0,0.0,unknown,
30751,42.0,technician,married,secondary,no,769.0,no,no,cellular,6.0,feb,187.0,2.0,246.0,1.0,failure,
30753,55.0,blue-collar,married,secondary,no,-157.0,no,no,cellular,6.0,feb,354.0,5.0,-1.0,0.0,unknown,
30754,42.0,technician,married,secondary,no,419.0,no,no,cellular,6.0,feb,198.0,2.0,-1.0,0.0,unknown,
30755,59.0,retired,divorced,tertiary,no,3444.0,no,no,cellular,6.0,feb,241.0,2.0,-1.0,0.0,unknown,
30756,49.0,blue-collar,married,primary,no,183.0,yes,yes,cellular,6.0,feb,257.0,2.0,-1.0,0.0,unknown,
30757,59.0,unemployed,married,secondary,no,1226.0,no,no,cellular,6.0,feb,270.0,3.0,-1.0,0.0,unknown,
30758,50.0,technician,divorced,secondary,no,-298.0,yes,no,cellular,6.0,feb,68.0,8.0,-1.0,0.0,unknown,
30760,27.0,blue-collar,married,secondary,no,1024.0,no,no,cellular,6.0,feb,280.0,6.0,-1.0,0.0,unknown,
30762,35.0,blue-collar,single,secondary,no,2158.0,yes,no,cellular,6.0,feb,288.0,2.0,-1.0,0.0,unknown,
30763,33.0,blue-collar,single,tertiary,no,350.0,yes,no,cellular,6.0,feb,148.0,7.0,227.0,5.0,failure,
30766,29.0,blue-collar,divorced,primary,no,2.0,yes,no,cellular,6.0,feb,10.0,7.0,-1.0,0.0,unknown,
30768,44.0,self-employed,divorced,tertiary,no,2938.0,no,no,cellular,6.0,feb,107.0,2.0,-1.0,0.0,unknown,
30770,40.0,management,divorced,tertiary,no,49.0,no,no,cellular,6.0,feb,249.0,3.0,-1.0,0.0,unknown,
30771,29.0,blue-collar,single,secondary,no,0.0,no,no,cellular,6.0,feb,437.0,2.0,-1.0,0.0,unknown,
30772,56.0,technician,single,primary,no,145.0,yes,no,telephone,6.0,feb,124.0,2.0,9.0,2.0,other,
30774,34.0,services,married,secondary,no,196.0,no,no,cellular,6.0,feb,59.0,3.0,-1.0,0.0,unknown,
30775,33.0,technician,single,secondary,no,10.0,yes,no,cellular,6.0,feb,71.0,2.0,274.0,1.0,failure,
30777,30.0,unemployed,single,secondary,no,2303.0,no,no,telephone,6.0,feb,193.0,5.0,-1.0,0.0,unknown,
30778,28.0,management,married,tertiary,no,247.0,no,no,cellular,6.0,feb,1192.0,3.0,-1.0,0.0,unknown,
30779,27.0,technician,married,tertiary,no,13.0,yes,no,telephone,6.0,feb,24.0,5.0,-1.0,0.0,unknown,
30781,30.0,management,single,tertiary,no,0.0,no,no,cellular,6.0,feb,108.0,4.0,-1.0,0.0,unknown,
30782,36.0,management,married,primary,no,392.0,no,no,cellular,6.0,feb,148.0,2.0,-1.0,0.0,unknown,
30783,32.0,housemaid,married,primary,no,-184.0,yes,no,cellular,6.0,feb,129.0,2.0,197.0,1.0,failure,
30784,56.0,entrepreneur,married,secondary,no,1272.0,no,no,cellular,6.0,feb,290.0,2.0,-1.0,0.0,unknown,
30785,45.0,technician,divorced,secondary,no,415.0,yes,no,cellular,6.0,feb,74.0,3.0,-1.0,0.0,unknown,
30787,32.0,blue-collar,married,secondary,no,1879.0,no,no,cellular,6.0,feb,591.0,8.0,-1.0,0.0,unknown,
30789,33.0,management,married,tertiary,no,17946.0,yes,no,cellular,6.0,feb,195.0,5.0,259.0,1.0,failure,
30792,36.0,technician,single,secondary,no,1102.0,no,no,telephone,6.0,feb,236.0,4.0,-1.0,0.0,unknown,
30793,30.0,blue-collar,single,secondary,no,522.0,no,no,cellular,6.0,feb,197.0,3.0,-1.0,0.0,unknown,
30794,49.0,management,married,tertiary,no,488.0,yes,no,cellular,6.0,feb,110.0,2.0,-1.0,0.0,unknown,
30796,47.0,blue-collar,divorced,primary,no,1279.0,yes,no,cellular,6.0,feb,479.0,2.0,-1.0,0.0,unknown,
30797,57.0,retired,married,primary,no,1532.0,no,no,telephone,6.0,feb,286.0,3.0,-1.0,0.0,unknown,
30798,28.0,unemployed,single,primary,no,236.0,no,no,cellular,6.0,feb,460.0,3.0,-1.0,0.0,unknown,
30799,44.0,blue-collar,divorced,secondary,no,1258.0,yes,no,cellular,6.0,feb,607.0,4.0,-1.0,0.0,unknown,
30801,52.0,blue-collar,married,primary,no,320.0,yes,no,cellular,6.0,feb,306.0,3.0,253.0,4.0,other,
30802,40.0,blue-collar,married,primary,no,451.0,yes,no,cellular,6.0,feb,356.0,3.0,262.0,1.0,failure,
30804,30.0,management,single,tertiary,no,520.0,yes,no,cellular,6.0,feb,157.0,5.0,-1.0,0.0,unknown,
30806,34.0,management,married,tertiary,no,0.0,no,no,cellular,6.0,feb,787.0,3.0,9.0,1.0,other,
30808,52.0,services,divorced,secondary,no,289.0,yes,yes,telephone,6.0,feb,102.0,5.0,-1.0,0.0,unknown,
30810,52.0,entrepreneur,divorced,tertiary,no,1089.0,no,yes,cellular,9.0,feb,216.0,4.0,-1.0,0.0,unknown,
30811,48.0,unemployed,single,unknown,no,11298.0,yes,no,cellular,9.0,feb,97.0,2.0,-1.0,0.0,unknown,
30812,55.0,unemployed,single,primary,no,274.0,no,no,cellular,9.0,feb,7.0,5.0,-1.0,0.0,unknown,
30817,40.0,management,divorced,secondary,no,108.0,no,no,cellular,9.0,feb,10.0,6.0,-1.0,0.0,unknown,
30819,37.0,blue-collar,married,secondary,no,688.0,yes,no,cellular,9.0,feb,158.0,2.0,279.0,2.0,failure,
30821,33.0,management,married,tertiary,no,594.0,yes,yes,cellular,9.0,feb,21.0,5.0,-1.0,0.0,unknown,
30822,51.0,management,single,tertiary,no,2242.0,no,no,telephone,9.0,feb,11.0,8.0,-1.0,0.0,unknown,
30823,31.0,technician,married,secondary,no,783.0,no,no,telephone,9.0,feb,10.0,5.0,-1.0,0.0,unknown,
30824,47.0,management,married,primary,no,1675.0,yes,no,cellular,9.0,feb,38.0,3.0,-1.0,0.0,unknown,
30826,51.0,admin.,divorced,secondary,no,2785.0,no,no,telephone,9.0,feb,23.0,10.0,-1.0,0.0,unknown,
30829,29.0,admin.,single,secondary,no,291.0,no,no,cellular,9.0,feb,12.0,9.0,-1.0,0.0,unknown,
30830,49.0,blue-collar,married,primary,no,474.0,yes,yes,telephone,9.0,feb,152.0,3.0,221.0,1.0,failure,
30833,47.0,admin.,married,secondary,no,520.0,no,no,telephone,9.0,feb,7.0,6.0,-1.0,0.0,unknown,
30835,33.0,admin.,married,secondary,no,347.0,yes,no,cellular,9.0,feb,7.0,7.0,193.0,13.0,failure,
30836,33.0,management,divorced,tertiary,no,-848.0,yes,no,telephone,9.0,feb,12.0,12.0,256.0,2.0,other,
30838,46.0,admin.,married,unknown,no,1106.0,no,no,telephone,9.0,feb,14.0,13.0,-1.0,0.0,unknown,
30843,38.0,blue-collar,married,secondary,no,452.0,yes,no,cellular,9.0,feb,69.0,4.0,-1.0,0.0,unknown,
30844,34.0,blue-collar,single,primary,no,1702.0,no,no,cellular,9.0,feb,22.0,4.0,-1.0,0.0,unknown,
30846,56.0,technician,divorced,secondary,no,0.0,yes,no,cellular,9.0,feb,139.0,5.0,265.0,4.0,failure,
30847,53.0,blue-collar,divorced,primary,no,559.0,no,no,telephone,9.0,feb,16.0,5.0,-1.0,0.0,unknown,
30848,43.0,blue-collar,married,secondary,no,130.0,yes,no,cellular,9.0,feb,146.0,3.0,256.0,1.0,failure,
30849,29.0,admin.,single,secondary,no,103.0,no,no,cellular,9.0,feb,502.0,5.0,-1.0,0.0,unknown,
30853,33.0,technician,married,tertiary,no,79.0,yes,yes,cellular,9.0,feb,390.0,8.0,-1.0,0.0,unknown,
30854,40.0,management,married,tertiary,no,89.0,yes,yes,telephone,9.0,feb,148.0,6.0,-1.0,0.0,unknown,
30855,27.0,blue-collar,married,secondary,no,556.0,yes,no,cellular,9.0,feb,11.0,7.0,-1.0,0.0,unknown,
30857,28.0,self-employed,single,secondary,no,5679.0,yes,no,cellular,9.0,feb,701.0,4.0,-1.0,0.0,unknown,
30858,37.0,entrepreneur,married,secondary,no,1290.0,no,no,cellular,9.0,feb,87.0,2.0,-1.0,0.0,unknown,
30861,45.0,management,married,secondary,no,1134.0,no,yes,cellular,9.0,feb,102.0,4.0,-1.0,0.0,unknown,
30862,31.0,management,married,tertiary,no,395.0,yes,no,cellular,9.0,feb,155.0,3.0,-1.0,0.0,unknown,
30863,52.0,management,married,tertiary,no,749.0,no,yes,cellular,9.0,feb,342.0,2.0,-1.0,0.0,unknown,
30865,28.0,technician,single,secondary,no,313.0,no,no,cellular,9.0,feb,1183.0,2.0,-1.0,0.0,unknown,
30866,35.0,technician,single,secondary,no,694.0,no,no,cellular,9.0,feb,29.0,2.0,-1.0,0.0,unknown,
30867,43.0,management,married,tertiary,no,938.0,yes,no,cellular,9.0,feb,71.0,2.0,-1.0,0.0,unknown,
30869,34.0,admin.,single,secondary,no,1.0,yes,no,cellular,9.0,feb,185.0,7.0,280.0,1.0,other,
30870,32.0,blue-collar,married,secondary,no,322.0,yes,yes,cellular,9.0,feb,117.0,3.0,-1.0,0.0,unknown,
30871,35.0,management,married,tertiary,no,182.0,no,no,cellular,9.0,feb,27.0,7.0,-1.0,0.0,unknown,
30873,59.0,services,married,secondary,no,968.0,no,no,cellular,9.0,feb,105.0,2.0,-1.0,0.0,unknown,
30874,52.0,admin.,married,secondary,no,-462.0,yes,no,cellular,9.0,feb,172.0,5.0,-1.0,0.0,unknown,
30875,45.0,unemployed,single,primary,no,2249.0,yes,no,cellular,9.0,feb,247.0,5.0,-1.0,0.0,unknown,
30884,32.0,technician,married,secondary,no,106.0,no,no,cellular,9.0,feb,12.0,8.0,174.0,9.0,other,
