,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
26082,33.0,management,married,tertiary,no,621.0,no,no,cellular,19.0,nov,1435.0,3.0,99.0,5.0,failure,1
23142,30.0,management,single,tertiary,no,796.0,no,yes,cellular,26.0,aug,366.0,13.0,-1.0,0.0,unknown,1
8602,44.0,blue-collar,married,primary,no,1066.0,yes,no,unknown,3.0,jun,25.0,1.0,-1.0,0.0,unknown,1
25691,43.0,blue-collar,single,secondary,no,9102.0,yes,no,cellular,19.0,nov,72.0,1.0,-1.0,0.0,unknown,1
43277,64.0,retired,married,primary,no,43.0,no,no,cellular,11.0,mar,117.0,1.0,91.0,1.0,success,1
43362,60.0,retired,married,secondary,no,2060.0,no,no,cellular,26.0,mar,454.0,1.0,88.0,3.0,other,1
14062,26.0,admin.,single,primary,no,528.0,yes,yes,cellular,11.0,jul,102.0,2.0,-1.0,0.0,unknown,1
29968,30.0,self-employed,married,tertiary,no,2666.0,no,no,cellular,4.0,feb,467.0,1.0,-1.0,0.0,unknown,2
36080,36.0,blue-collar,divorced,primary,no,666.0,yes,no,cellular,11.0,may,285.0,1.0,-1.0,0.0,unknown,1
34060,44.0,technician,married,tertiary,no,1818.0,yes,yes,cellular,30.0,apr,247.0,1.0,-1.0,0.0,unknown,1
3060,42.0,technician,married,tertiary,no,2106.0,yes,yes,unknown,14.0,may,162.0,2.0,-1.0,0.0,unknown,1
6760,53.0,services,divorced,secondary,no,-905.0,yes,no,unknown,28.0,may,213.0,1.0,-1.0,0.0,unknown,1
36814,59.0,services,married,primary,no,64.0,yes,yes,telephone,12.0,may,370.0,2.0,-1.0,0.0,unknown,1
25377,30.0,management,married,tertiary,no,1185.0,yes,no,cellular,18.0,nov,342.0,2.0,120.0,4.0,failure,1
12362,27.0,technician,married,secondary,no,594.0,yes,no,unknown,27.0,jun,433.0,4.0,-1.0,0.0,unknown,1
28724,40.0,management,single,tertiary,no,80.0,yes,no,cellular,30.0,jan,182.0,3.0,-1.0,0.0,unknown,1
33768,45.0,management,married,tertiary,no,506.0,no,no,cellular,23.0,apr,229.0,2.0,-1.0,0.0,unknown,2
20867,31.0,technician,married,secondary,no,-302.0,no,no,cellular,13.0,aug,195.0,2.0,-1.0,0.0,unknown,1
8948,41.0,entrepreneur,married,primary,no,759.0,yes,no,unknown,4.0,jun,79.0,10.0,-1.0,0.0,unknown,1
9162,38.0,self-employed,married,unknown,no,10855.0,no,no,unknown,5.0,jun,57.0,2.0,-1.0,0.0,unknown,1
5127,34.0,blue-collar,married,secondary,no,360.0,yes,no,unknown,21.0,may,66.0,2.0,-1.0,0.0,unknown,1
20044,52.0,services,married,primary,no,432.0,no,no,cellular,8.0,aug,424.0,4.0,-1.0,0.0,unknown,1
1688,31.0,admin.,married,secondary,no,307.0,yes,no,unknown,9.0,may,538.0,1.0,-1.0,0.0,unknown,2
3285,40.0,blue-collar,married,secondary,no,8150.0,yes,no,unknown,15.0,may,347.0,1.0,-1.0,0.0,unknown,1
9363,36.0,management,single,secondary,no,992.0,no,no,unknown,6.0,jun,351.0,1.0,-1.0,0.0,unknown,1
29197,35.0,management,single,tertiary,no,688.0,no,no,cellular,2.0,feb,504.0,1.0,-1.0,0.0,unknown,1
29449,57.0,admin.,married,secondary,no,169.0,no,no,cellular,3.0,feb,369.0,1.0,-1.0,0.0,unknown,2
41388,24.0,technician,single,secondary,no,1298.0,no,no,cellular,1.0,sep,86.0,1.0,-1.0,0.0,unknown,1
23237,44.0,admin.,married,tertiary,no,6485.0,no,no,cellular,27.0,aug,85.0,19.0,-1.0,0.0,unknown,1
9098,48.0,management,married,tertiary,no,2960.0,no,no,unknown,5.0,jun,86.0,1.0,-1.0,0.0,unknown,1
3743,38.0,blue-collar,married,secondary,no,961.0,yes,no,unknown,16.0,may,346.0,1.0,-1.0,0.0,unknown,1
12430,49.0,blue-collar,married,primary,no,230.0,no,yes,unknown,30.0,jun,176.0,1.0,-1.0,0.0,unknown,1
14178,47.0,technician,married,secondary,no,338.0,no,yes,cellular,11.0,jul,344.0,2.0,-1.0,0.0,unknown,1
25499,45.0,entrepreneur,married,tertiary,no,2185.0,yes,no,cellular,19.0,nov,167.0,4.0,-1.0,0.0,unknown,1
16039,44.0,technician,single,tertiary,no,342.0,yes,no,cellular,22.0,jul,70.0,1.0,-1.0,0.0,unknown,1
19443,50.0,admin.,married,secondary,no,706.0,yes,no,cellular,6.0,aug,1250.0,4.0,-1.0,0.0,unknown,2
24652,54.0,admin.,married,unknown,no,217.0,no,no,telephone,17.0,nov,110.0,2.0,-1.0,0.0,unknown,1
35058,52.0,management,divorced,tertiary,no,1988.0,yes,no,cellular,6.0,may,88.0,1.0,299.0,1.0,failure,1
32271,28.0,admin.,married,unknown,no,-1.0,yes,no,cellular,16.0,apr,34.0,1.0,-1.0,0.0,unknown,1
14459,50.0,technician,married,secondary,no,2.0,yes,yes,cellular,14.0,jul,171.0,3.0,-1.0,0.0,unknown,1
5951,38.0,unemployed,married,tertiary,no,1449.0,no,no,unknown,26.0,may,535.0,6.0,-1.0,0.0,unknown,1
18266,58.0,management,married,tertiary,no,0.0,no,no,cellular,31.0,jul,85.0,4.0,-1.0,0.0,unknown,1
35582,43.0,blue-collar,married,primary,no,823.0,yes,no,telephone,7.0,may,174.0,12.0,-1.0,0.0,unknown,1
11049,36.0,services,single,secondary,no,398.0,yes,yes,unknown,17.0,jun,77.0,2.0,-1.0,0.0,unknown,1
35763,51.0,blue-collar,divorced,secondary,no,203.0,yes,no,cellular,8.0,may,134.0,1.0,170.0,5.0,failure,1
2569,53.0,admin.,divorced,secondary,no,592.0,yes,no,unknown,13.0,may,151.0,1.0,-1.0,0.0,unknown,1
40144,59.0,retired,married,primary,no,0.0,no,no,cellular,5.0,jun,493.0,2.0,-1.0,0.0,unknown,2
34323,32.0,blue-collar,married,secondary,no,119.0,no,no,cellular,4.0,may,20.0,5.0,-1.0,0.0,unknown,1
30617,31.0,management,single,tertiary,no,12857.0,yes,no,cellular,6.0,feb,158.0,1.0,92.0,1.0,success,2
37893,56.0,admin.,single,secondary,no,3309.0,yes,no,cellular,14.0,may,65.0,1.0,-1.0,0.0,unknown,1
18005,49.0,entrepreneur,divorced,unknown,yes,-701.0,yes,no,cellular,30.0,jul,988.0,2.0,-1.0,0.0,unknown,2
22144,45.0,blue-collar,married,primary,no,1251.0,no,yes,cellular,21.0,aug,126.0,4.0,-1.0,0.0,unknown,1
502,37.0,management,single,tertiary,no,230.0,yes,yes,unknown,6.0,may,374.0,1.0,-1.0,0.0,unknown,1
22548,36.0,technician,single,secondary,no,664.0,no,no,cellular,22.0,aug,309.0,3.0,-1.0,0.0,unknown,1
31497,34.0,admin.,married,secondary,no,1474.0,no,no,cellular,2.0,apr,739.0,2.0,-1.0,0.0,unknown,2
17941,48.0,unemployed,single,primary,no,63.0,no,no,cellular,30.0,jul,29.0,4.0,-1.0,0.0,unknown,1
42437,81.0,retired,married,secondary,no,93.0,no,no,cellular,7.0,dec,164.0,1.0,-1.0,0.0,unknown,1
21236,48.0,housemaid,married,secondary,no,4.0,no,no,cellular,18.0,aug,68.0,4.0,-1.0,0.0,unknown,1
24680,42.0,blue-collar,married,unknown,no,452.0,yes,no,cellular,17.0,nov,359.0,2.0,-1.0,0.0,unknown,1
3547,34.0,blue-collar,married,secondary,no,326.0,yes,yes,unknown,15.0,may,150.0,2.0,-1.0,0.0,unknown,1
38415,51.0,management,divorced,tertiary,no,-227.0,yes,no,cellular,15.0,may,404.0,1.0,-1.0,0.0,unknown,1
3815,31.0,admin.,married,secondary,no,5.0,no,no,unknown,16.0,may,102.0,1.0,-1.0,0.0,unknown,1
14583,31.0,admin.,married,secondary,no,10.0,no,no,cellular,15.0,jul,156.0,4.0,-1.0,0.0,unknown,1
20113,52.0,admin.,married,secondary,no,347.0,no,no,cellular,11.0,aug,217.0,2.0,-1.0,0.0,unknown,1
34891,51.0,self-employed,married,primary,no,106.0,yes,no,telephone,6.0,may,217.0,1.0,169.0,5.0,failure,1
28506,40.0,management,single,tertiary,no,732.0,no,no,cellular,29.0,jan,148.0,2.0,-1.0,0.0,unknown,1
23057,47.0,blue-collar,married,primary,no,0.0,no,no,cellular,26.0,aug,71.0,4.0,-1.0,0.0,unknown,1
27629,55.0,unemployed,married,tertiary,no,4809.0,yes,no,cellular,21.0,nov,223.0,2.0,186.0,3.0,other,1
13307,60.0,management,married,secondary,no,164.0,no,yes,cellular,8.0,jul,171.0,1.0,-1.0,0.0,unknown,1
40697,69.0,technician,married,secondary,no,9064.0,no,no,cellular,7.0,aug,714.0,1.0,-1.0,0.0,unknown,2
1015,34.0,blue-collar,married,secondary,no,2308.0,yes,no,unknown,7.0,may,1062.0,1.0,-1.0,0.0,unknown,1
31964,39.0,services,divorced,secondary,no,0.0,yes,no,cellular,13.0,apr,1006.0,2.0,-1.0,0.0,unknown,2
2075,59.0,retired,divorced,primary,no,121.0,yes,no,unknown,12.0,may,144.0,7.0,-1.0,0.0,unknown,1
13231,28.0,management,single,tertiary,no,882.0,no,yes,cellular,8.0,jul,107.0,2.0,-1.0,0.0,unknown,1
14695,41.0,blue-collar,married,primary,no,8.0,yes,no,cellular,15.0,jul,155.0,2.0,-1.0,0.0,unknown,1
10900,45.0,blue-collar,married,secondary,no,521.0,yes,no,unknown,17.0,jun,259.0,3.0,-1.0,0.0,unknown,1
22686,37.0,management,married,tertiary,no,0.0,no,no,cellular,25.0,aug,112.0,4.0,-1.0,0.0,unknown,1
13470,55.0,blue-collar,married,primary,no,283.0,no,yes,cellular,9.0,jul,115.0,1.0,-1.0,0.0,unknown,1
21443,32.0,technician,single,tertiary,no,20.0,yes,yes,cellular,18.0,aug,193.0,5.0,-1.0,0.0,unknown,1
42046,30.0,management,married,tertiary,no,944.0,no,no,cellular,29.0,oct,251.0,2.0,-1.0,0.0,unknown,2
29834,30.0,services,single,tertiary,no,1.0,no,no,cellular,4.0,feb,66.0,2.0,-1.0,0.0,unknown,1
15159,52.0,blue-collar,married,primary,no,336.0,no,yes,telephone,17.0,jul,381.0,7.0,-1.0,0.0,unknown,1
7243,41.0,technician,married,tertiary,no,816.0,yes,yes,unknown,29.0,may,159.0,1.0,-1.0,0.0,unknown,1
28731,27.0,student,single,secondary,no,1566.0,no,no,cellular,30.0,jan,164.0,5.0,-1.0,0.0,unknown,1
11526,40.0,entrepreneur,married,tertiary,yes,0.0,no,no,unknown,19.0,jun,952.0,4.0,-1.0,0.0,unknown,2
16705,33.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,24.0,jul,208.0,1.0,-1.0,0.0,unknown,1
10954,37.0,unemployed,married,secondary,no,830.0,no,no,unknown,17.0,jun,292.0,3.0,-1.0,0.0,unknown,1
4888,33.0,technician,single,secondary,no,49.0,no,no,unknown,21.0,may,151.0,1.0,-1.0,0.0,unknown,1
6468,34.0,blue-collar,married,secondary,no,-1725.0,yes,no,unknown,27.0,may,452.0,2.0,-1.0,0.0,unknown,1
31762,38.0,blue-collar,married,secondary,no,6994.0,yes,no,telephone,8.0,apr,169.0,1.0,139.0,2.0,failure,1
32875,35.0,services,married,secondary,no,586.0,yes,yes,cellular,17.0,apr,96.0,2.0,344.0,2.0,failure,1
21799,52.0,management,married,secondary,no,264.0,no,no,cellular,20.0,aug,68.0,8.0,-1.0,0.0,unknown,1
43431,78.0,retired,divorced,primary,no,1389.0,no,no,cellular,8.0,apr,335.0,1.0,-1.0,0.0,unknown,2
18364,35.0,housemaid,divorced,secondary,no,39.0,no,no,cellular,31.0,jul,149.0,2.0,-1.0,0.0,unknown,1
43714,34.0,admin.,married,secondary,no,920.0,no,no,cellular,14.0,may,526.0,3.0,179.0,3.0,success,2
7701,49.0,technician,married,primary,no,2343.0,yes,no,unknown,30.0,may,129.0,2.0,-1.0,0.0,unknown,1
13046,36.0,technician,married,secondary,no,-257.0,no,no,cellular,8.0,jul,24.0,26.0,-1.0,0.0,unknown,1
12755,45.0,technician,married,secondary,no,879.0,no,no,cellular,7.0,jul,621.0,2.0,-1.0,0.0,unknown,2
5346,40.0,services,divorced,secondary,no,5745.0,yes,yes,unknown,23.0,may,37.0,1.0,-1.0,0.0,unknown,1
14516,59.0,housemaid,married,primary,no,37.0,no,yes,cellular,15.0,jul,335.0,2.0,-1.0,0.0,unknown,1
18496,41.0,unemployed,married,secondary,no,0.0,no,no,cellular,31.0,jul,847.0,14.0,-1.0,0.0,unknown,1
13124,25.0,management,single,secondary,no,1923.0,no,yes,cellular,8.0,jul,71.0,1.0,-1.0,0.0,unknown,1
429,40.0,blue-collar,married,secondary,no,217.0,yes,no,unknown,6.0,may,195.0,1.0,-1.0,0.0,unknown,1
39380,30.0,management,married,tertiary,no,877.0,no,no,cellular,22.0,may,122.0,2.0,108.0,3.0,failure,1
23634,50.0,housemaid,married,primary,no,0.0,no,no,cellular,28.0,aug,39.0,4.0,-1.0,0.0,unknown,1
24759,42.0,blue-collar,married,secondary,no,879.0,yes,no,cellular,18.0,nov,140.0,1.0,-1.0,0.0,unknown,1
39857,30.0,student,single,secondary,no,1555.0,no,no,cellular,2.0,jun,115.0,1.0,-1.0,0.0,unknown,1
24744,49.0,technician,married,unknown,no,323.0,yes,no,cellular,18.0,nov,41.0,2.0,-1.0,0.0,unknown,1
39236,59.0,retired,divorced,primary,no,47.0,yes,no,telephone,18.0,may,110.0,3.0,374.0,1.0,failure,1
22234,56.0,admin.,married,secondary,no,1694.0,no,no,cellular,21.0,aug,793.0,10.0,-1.0,0.0,unknown,2
3234,46.0,management,single,secondary,no,244.0,yes,no,unknown,15.0,may,244.0,1.0,-1.0,0.0,unknown,1
14648,32.0,management,divorced,tertiary,no,222.0,no,yes,cellular,15.0,jul,820.0,4.0,-1.0,0.0,unknown,2
22066,32.0,technician,single,tertiary,no,35.0,no,no,cellular,20.0,aug,96.0,8.0,-1.0,0.0,unknown,1
9494,56.0,retired,divorced,tertiary,no,2774.0,no,no,unknown,6.0,jun,1288.0,3.0,-1.0,0.0,unknown,1
37250,32.0,blue-collar,single,primary,no,398.0,yes,no,cellular,13.0,may,716.0,1.0,-1.0,0.0,unknown,2
33406,31.0,services,single,primary,no,181.0,yes,no,cellular,20.0,apr,93.0,3.0,340.0,2.0,other,1
3741,49.0,technician,married,secondary,no,1269.0,yes,no,unknown,16.0,may,355.0,2.0,-1.0,0.0,unknown,1
9235,53.0,unknown,married,unknown,no,1347.0,no,no,unknown,5.0,jun,92.0,2.0,-1.0,0.0,unknown,1
26914,40.0,services,married,secondary,no,87.0,yes,yes,cellular,21.0,nov,116.0,2.0,113.0,4.0,failure,1
14925,32.0,admin.,married,secondary,no,0.0,no,no,cellular,16.0,jul,141.0,7.0,-1.0,0.0,unknown,1
28602,33.0,services,married,secondary,no,554.0,yes,no,cellular,29.0,jan,162.0,2.0,258.0,1.0,other,1
26527,58.0,admin.,married,unknown,no,5763.0,no,no,cellular,20.0,nov,52.0,1.0,-1.0,0.0,unknown,1
38360,58.0,blue-collar,married,primary,no,781.0,yes,no,cellular,15.0,may,74.0,2.0,-1.0,0.0,unknown,1
33515,38.0,management,married,tertiary,no,7255.0,yes,no,cellular,20.0,apr,410.0,2.0,-1.0,0.0,unknown,1
37673,32.0,management,married,tertiary,no,2431.0,yes,no,cellular,14.0,may,646.0,5.0,-1.0,0.0,unknown,2
18561,39.0,blue-collar,married,primary,no,532.0,yes,no,cellular,31.0,jul,786.0,2.0,-1.0,0.0,unknown,1
34209,41.0,blue-collar,married,secondary,no,5060.0,no,no,cellular,4.0,may,963.0,1.0,83.0,3.0,success,2
41195,50.0,management,married,tertiary,no,24.0,no,no,cellular,20.0,aug,157.0,1.0,-1.0,0.0,unknown,1
39677,26.0,admin.,single,secondary,no,2509.0,no,no,cellular,27.0,may,776.0,3.0,97.0,3.0,success,2
15862,54.0,services,married,secondary,no,472.0,no,yes,cellular,21.0,jul,86.0,4.0,-1.0,0.0,unknown,1
18567,52.0,blue-collar,married,primary,no,655.0,yes,yes,cellular,31.0,jul,155.0,3.0,-1.0,0.0,unknown,1
1364,41.0,unemployed,married,primary,yes,-581.0,yes,no,unknown,8.0,may,218.0,2.0,-1.0,0.0,unknown,1
10479,41.0,blue-collar,married,primary,no,492.0,yes,yes,unknown,16.0,jun,157.0,29.0,-1.0,0.0,unknown,1
2993,54.0,management,divorced,secondary,no,155.0,yes,no,unknown,14.0,may,75.0,1.0,-1.0,0.0,unknown,1
1548,37.0,blue-collar,married,primary,no,496.0,yes,no,unknown,8.0,may,137.0,2.0,-1.0,0.0,unknown,1
20059,41.0,management,married,tertiary,no,2127.0,no,no,cellular,8.0,aug,120.0,7.0,-1.0,0.0,unknown,1
27821,31.0,management,single,tertiary,no,581.0,yes,yes,cellular,28.0,jan,572.0,1.0,-1.0,0.0,unknown,1
25814,42.0,management,married,tertiary,no,783.0,yes,no,cellular,19.0,nov,77.0,2.0,128.0,3.0,failure,1
3351,59.0,services,married,secondary,no,7475.0,no,no,unknown,15.0,may,587.0,1.0,-1.0,0.0,unknown,1
5640,34.0,student,married,tertiary,no,387.0,yes,no,unknown,26.0,may,52.0,3.0,-1.0,0.0,unknown,1
38128,51.0,services,married,secondary,no,5885.0,yes,no,cellular,15.0,may,172.0,1.0,-1.0,0.0,unknown,1
23834,47.0,self-employed,married,secondary,no,0.0,no,no,cellular,29.0,aug,90.0,6.0,-1.0,0.0,unknown,1
20608,43.0,management,single,tertiary,no,1627.0,no,no,cellular,12.0,aug,105.0,4.0,-1.0,0.0,unknown,1
1574,44.0,blue-collar,married,secondary,no,138.0,yes,no,unknown,8.0,may,283.0,3.0,-1.0,0.0,unknown,1
35995,36.0,blue-collar,married,secondary,no,55.0,yes,no,cellular,8.0,may,323.0,1.0,-1.0,0.0,unknown,1
40218,36.0,entrepreneur,divorced,tertiary,no,3407.0,no,no,cellular,9.0,jun,993.0,4.0,85.0,4.0,success,2
32064,75.0,retired,divorced,secondary,no,105.0,no,no,cellular,14.0,apr,232.0,1.0,-1.0,0.0,unknown,1
32918,31.0,blue-collar,single,secondary,no,144.0,yes,no,cellular,17.0,apr,370.0,3.0,-1.0,0.0,unknown,1
27106,38.0,management,married,tertiary,no,162.0,yes,no,cellular,21.0,nov,143.0,1.0,-1.0,0.0,unknown,1
26977,33.0,management,single,tertiary,no,3406.0,yes,no,cellular,21.0,nov,321.0,1.0,-1.0,0.0,unknown,1
32226,33.0,self-employed,married,tertiary,no,666.0,yes,no,cellular,16.0,apr,297.0,1.0,-1.0,0.0,unknown,1
30871,35.0,management,married,tertiary,no,182.0,no,no,cellular,9.0,feb,27.0,7.0,-1.0,0.0,unknown,1
23582,50.0,blue-collar,married,secondary,no,6288.0,no,no,cellular,28.0,aug,20.0,14.0,-1.0,0.0,unknown,1
33654,33.0,admin.,single,secondary,no,1590.0,yes,no,cellular,20.0,apr,18.0,4.0,334.0,1.0,other,1
28426,38.0,blue-collar,married,secondary,no,2978.0,yes,no,cellular,29.0,jan,44.0,1.0,-1.0,0.0,unknown,1
16259,39.0,self-employed,married,secondary,no,81.0,no,yes,cellular,23.0,jul,438.0,1.0,-1.0,0.0,unknown,1
13638,26.0,technician,married,secondary,no,-119.0,no,yes,cellular,9.0,jul,359.0,5.0,-1.0,0.0,unknown,2
32668,34.0,admin.,married,secondary,no,21.0,no,no,cellular,17.0,apr,332.0,1.0,346.0,3.0,failure,1
34385,23.0,student,single,secondary,no,0.0,no,no,telephone,4.0,may,526.0,1.0,-1.0,0.0,unknown,1
18759,54.0,management,married,tertiary,no,1197.0,yes,yes,cellular,31.0,jul,11.0,5.0,-1.0,0.0,unknown,1
21829,45.0,management,divorced,secondary,no,705.0,no,no,cellular,20.0,aug,132.0,4.0,-1.0,0.0,unknown,1
12948,50.0,technician,married,secondary,no,1717.0,no,no,telephone,7.0,jul,416.0,8.0,-1.0,0.0,unknown,1
4620,33.0,admin.,married,secondary,no,1467.0,yes,no,unknown,20.0,may,85.0,2.0,-1.0,0.0,unknown,1
6772,29.0,management,single,tertiary,no,5980.0,yes,no,unknown,28.0,may,317.0,1.0,-1.0,0.0,unknown,1
13187,34.0,admin.,single,secondary,no,280.0,no,no,cellular,8.0,jul,86.0,2.0,-1.0,0.0,unknown,1
45151,47.0,management,single,tertiary,no,311.0,yes,yes,cellular,9.0,nov,255.0,3.0,378.0,2.0,failure,1
6194,30.0,blue-collar,married,secondary,no,501.0,yes,yes,unknown,27.0,may,514.0,1.0,-1.0,0.0,unknown,1
11664,52.0,blue-collar,married,secondary,no,5614.0,yes,no,unknown,20.0,jun,177.0,3.0,-1.0,0.0,unknown,1
21518,45.0,self-employed,married,secondary,no,571.0,yes,no,cellular,19.0,aug,361.0,5.0,-1.0,0.0,unknown,1
29910,59.0,unemployed,married,secondary,no,729.0,no,no,cellular,4.0,feb,99.0,1.0,-1.0,0.0,unknown,1
24104,39.0,blue-collar,single,unknown,no,3912.0,yes,no,telephone,29.0,oct,223.0,1.0,-1.0,0.0,unknown,1
6084,40.0,blue-collar,single,secondary,no,0.0,yes,no,unknown,27.0,may,59.0,4.0,-1.0,0.0,unknown,1
22489,31.0,management,single,secondary,no,2.0,no,no,cellular,22.0,aug,65.0,4.0,-1.0,0.0,unknown,1
44119,26.0,student,single,secondary,no,1164.0,no,no,cellular,9.0,jul,116.0,1.0,301.0,1.0,other,1
28248,57.0,unemployed,married,primary,no,2743.0,no,no,cellular,29.0,jan,89.0,1.0,-1.0,0.0,unknown,1
5021,29.0,admin.,single,secondary,no,5711.0,yes,yes,unknown,21.0,may,899.0,1.0,-1.0,0.0,unknown,1
41789,83.0,retired,single,primary,no,1965.0,no,no,telephone,13.0,oct,1003.0,3.0,-1.0,0.0,unknown,2
28064,37.0,technician,divorced,secondary,no,51.0,no,yes,cellular,28.0,jan,2150.0,2.0,-1.0,0.0,unknown,1
35521,33.0,blue-collar,married,primary,no,50.0,yes,no,cellular,7.0,may,246.0,2.0,-1.0,0.0,unknown,1
6355,34.0,blue-collar,married,secondary,no,763.0,yes,no,unknown,27.0,may,99.0,1.0,-1.0,0.0,unknown,1
33781,39.0,admin.,married,tertiary,no,722.0,no,no,telephone,23.0,apr,141.0,1.0,-1.0,0.0,unknown,1
44686,38.0,management,single,tertiary,no,1027.0,yes,no,cellular,6.0,sep,387.0,2.0,188.0,3.0,success,1
42722,63.0,retired,married,secondary,no,474.0,no,no,cellular,25.0,jan,423.0,1.0,-1.0,0.0,unknown,2
44480,79.0,retired,divorced,secondary,no,631.0,no,no,telephone,9.0,aug,440.0,5.0,182.0,3.0,failure,1
14489,36.0,blue-collar,married,secondary,no,-194.0,yes,no,cellular,14.0,jul,133.0,3.0,-1.0,0.0,unknown,1
31474,37.0,management,married,secondary,no,1180.0,yes,yes,cellular,1.0,apr,786.0,1.0,135.0,1.0,other,1
35559,45.0,admin.,married,secondary,yes,-106.0,yes,yes,cellular,7.0,may,553.0,3.0,288.0,1.0,other,2
5180,38.0,blue-collar,single,primary,no,-5.0,yes,no,unknown,21.0,may,30.0,12.0,-1.0,0.0,unknown,1
10710,46.0,housemaid,married,unknown,no,1035.0,no,no,unknown,16.0,jun,703.0,1.0,-1.0,0.0,unknown,1
35719,32.0,blue-collar,single,secondary,no,259.0,yes,no,cellular,8.0,may,158.0,3.0,354.0,1.0,failure,1
7666,40.0,services,married,primary,no,1082.0,yes,no,unknown,30.0,may,854.0,2.0,-1.0,0.0,unknown,2
37882,33.0,entrepreneur,married,tertiary,no,1145.0,yes,no,cellular,14.0,may,92.0,3.0,-1.0,0.0,unknown,1
18169,48.0,blue-collar,married,secondary,no,305.0,no,no,telephone,30.0,jul,169.0,3.0,-1.0,0.0,unknown,1
44944,24.0,technician,single,tertiary,no,368.0,no,no,cellular,7.0,oct,197.0,2.0,-1.0,0.0,unknown,1
2920,34.0,blue-collar,married,primary,no,357.0,yes,no,unknown,14.0,may,197.0,2.0,-1.0,0.0,unknown,1
29954,37.0,blue-collar,married,primary,no,175.0,yes,yes,cellular,4.0,feb,430.0,2.0,272.0,3.0,other,1
14652,36.0,management,married,tertiary,no,287.0,yes,yes,cellular,15.0,jul,119.0,5.0,-1.0,0.0,unknown,1
34249,48.0,blue-collar,married,secondary,no,863.0,yes,no,telephone,4.0,may,412.0,5.0,350.0,2.0,success,2
26563,38.0,blue-collar,married,primary,no,1327.0,yes,no,cellular,20.0,nov,277.0,1.0,-1.0,0.0,unknown,1
19005,54.0,blue-collar,married,secondary,no,448.0,yes,yes,cellular,5.0,aug,98.0,1.0,-1.0,0.0,unknown,1
2024,55.0,services,married,secondary,no,560.0,yes,no,unknown,9.0,may,91.0,3.0,-1.0,0.0,unknown,1
43630,28.0,management,single,tertiary,no,437.0,no,no,cellular,5.0,may,338.0,1.0,-1.0,0.0,unknown,2
5632,53.0,admin.,married,secondary,no,7598.0,yes,no,unknown,23.0,may,27.0,7.0,-1.0,0.0,unknown,1
12889,41.0,admin.,single,secondary,no,0.0,yes,yes,cellular,7.0,jul,166.0,1.0,-1.0,0.0,unknown,1
42647,24.0,student,single,secondary,no,3176.0,no,no,cellular,13.0,jan,108.0,2.0,-1.0,0.0,unknown,2
19965,33.0,management,married,tertiary,no,2374.0,yes,yes,cellular,8.0,aug,212.0,2.0,-1.0,0.0,unknown,1
17573,41.0,blue-collar,married,secondary,no,1882.0,yes,yes,telephone,29.0,jul,165.0,2.0,-1.0,0.0,unknown,1
10890,42.0,blue-collar,married,secondary,no,193.0,yes,no,unknown,17.0,jun,171.0,1.0,-1.0,0.0,unknown,1
17364,59.0,retired,married,primary,no,824.0,yes,no,telephone,28.0,jul,81.0,3.0,-1.0,0.0,unknown,1
26137,47.0,self-employed,divorced,secondary,no,8515.0,yes,no,unknown,20.0,nov,14.0,7.0,112.0,4.0,other,1
19068,53.0,admin.,married,secondary,no,257.0,no,no,cellular,5.0,aug,222.0,1.0,-1.0,0.0,unknown,1
22775,45.0,admin.,married,secondary,no,356.0,no,no,cellular,25.0,aug,42.0,6.0,-1.0,0.0,unknown,1
28019,26.0,services,single,secondary,no,1095.0,no,no,cellular,28.0,jan,410.0,2.0,-1.0,0.0,unknown,1
28172,36.0,technician,married,secondary,no,319.0,yes,no,cellular,29.0,jan,29.0,1.0,266.0,1.0,failure,1
19568,32.0,housemaid,married,secondary,no,3469.0,no,no,cellular,7.0,aug,306.0,2.0,-1.0,0.0,unknown,1
29505,54.0,technician,divorced,secondary,no,2156.0,yes,no,cellular,3.0,feb,261.0,1.0,195.0,4.0,failure,2
18048,58.0,unemployed,single,secondary,no,1013.0,yes,no,cellular,30.0,jul,341.0,5.0,-1.0,0.0,unknown,1
1853,43.0,blue-collar,single,primary,no,36.0,yes,no,unknown,9.0,may,163.0,2.0,-1.0,0.0,unknown,1
24493,40.0,blue-collar,married,primary,no,69.0,yes,no,cellular,17.0,nov,375.0,1.0,-1.0,0.0,unknown,1
41231,43.0,admin.,single,secondary,no,733.0,yes,no,cellular,21.0,aug,126.0,1.0,88.0,4.0,success,2
32110,70.0,retired,divorced,primary,no,275.0,no,no,cellular,15.0,apr,82.0,1.0,-1.0,0.0,unknown,2
45166,41.0,unemployed,single,tertiary,no,79.0,no,no,telephone,9.0,nov,394.0,1.0,390.0,2.0,success,2
25548,31.0,technician,single,tertiary,no,1881.0,no,no,cellular,19.0,nov,145.0,1.0,-1.0,0.0,unknown,1
37152,46.0,admin.,divorced,secondary,no,3201.0,yes,no,telephone,13.0,may,157.0,3.0,-1.0,0.0,unknown,1
6374,46.0,management,married,tertiary,no,1285.0,yes,no,unknown,27.0,may,89.0,1.0,-1.0,0.0,unknown,1
24989,31.0,unemployed,married,secondary,no,20.0,no,no,telephone,18.0,nov,52.0,1.0,-1.0,0.0,unknown,1
